[2017-Aug-14 02:33:23.590356] 	 open 2

[2017-Aug-14 02:33:23.591776] 	 open 

[2017-Aug-14 02:33:23.592009] 	 Send: INPut:STARt

[2017-Aug-14 02:33:23.713655] 	 Receive: 0


[2017-Aug-14 02:33:24.215058] 	 Send: TABLe:COUPled OFF


[2017-Aug-14 02:33:24.218003] 	 Receive: 0


[2017-Aug-14 02:33:24.218758] 	 Send: GPRF


[2017-Aug-14 02:33:24.237077] 	 Receive: 0


[2017-Aug-14 02:33:24.237725] 	 Send: INPut:FREQuency 2440.00MHz


[2017-Aug-14 02:33:24.246782] 	 Receive: 0


[2017-Aug-14 02:33:24.247584] 	 Send: INPut:SRATe 160 MHz


[2017-Aug-14 02:33:24.250693] 	 Receive: 0


[2017-Aug-14 02:33:24.251415] 	 Send: CONFigure:GPRF:SPECtrum:RBW              [2017-Aug-14 02:33:24.251415] 	 Send: CONFigure:GPRF:SPE[2017-Aug-14 02:33:24.256760] 	 Receive: 0


[2017-Aug-14 02:33:24.257072] 	 Send: INPut:CAPTure:TIME?


[2017-Aug-14 02:33:24.258523] 	 Receive: 5


[2017-Aug-14 02:33:24.258800] 	 Send: INPut:LEVel:REFerence -10.00 dBm


[2017-Aug-14 02:33:24.261097] 	 Receive: 0


[2017-Aug-14 02:33:24.261392] 	 Send: ROUTe:RESource:MAP VSA,RF1,OFF,RF2,OFF,RF[2017-Aug-14 02[2017-Aug-14 02:33:24.268472] 	 Receive: 0


[2017-Aug-14 02:33:24.269690] 	 Send: OUTPut:POWer:LEVel -10.00 dBm


[2017-Aug-14 02:33:24.274035] 	 Receive: 0


[2017-Aug-14 02:33:24.274366] 	 Send: OUTPut:WAVeform:CWAV:OFFSet 0.000000MHz
[20[2017-Aug-14 02:33:24.275696] 	 Receive: 0


[2017-Aug-14 02:33:24.276126] 	 Send: INPut:STARt


[2017-Aug-14 02:33:24.277517] 	 Receive: 0


[2017-Aug-14 02:33:24.277766] 	 Send: OUTPut:LOOP:COUNt 0 


[2017-Aug-14 02:33:24.279631] 	 Receive: 0


[2017-Aug-14 02:33:24.280010] 	 Send: OUTPut:STOP


[2017-Aug-14 02:33:24.283730] 	 Receive: 0


[2017-Aug-14 02:33:24.284247] 	 Send: OUTPut:POWer:STATe OFF


[2017-Aug-14 02:33:24.286327] 	 Receive: 0


[2017-Aug-14 02:33:24.286718] 	 Send: OUTPut:MODulation:STATe OFF


[2017-Aug-14 02:33:24.289310] 	 Receive: 0


[2017-Aug-14 02:33:24.289678] 	 Send: CONFigure:RFCorrection:DISTribution OFF
[20[2017-Aug-14 02:33:24.291454] 	 Receive: 0


[2017-Aug-14 02:33:24.291729] 	 Send: TABLe:LOSS:PORT1:TX:LOAD 


[2017-Aug-14 02:33:24.296265] 	 Receive: 0


[2017-Aug-14 02:33:24.296750] 	 Send: TABLe:LOSS:PORT1:RX:LOAD 


[2017-Aug-14 02:33:24.299030] 	 Receive: 0


[2017-Aug-14 02:33:24.299349] 	 Send: TABLe:LOSS:PORT2:TX:LOAD 


[2017-Aug-14 02:33:24.302133] 	 Receive: 0


[2017-Aug-14 02:33:24.302450] 	 Send: TABLe:LOSS:PORT2:RX:LOAD 


[2017-Aug-14 02:33:24.305062] 	 Receive: 0


[2017-Aug-14 02:33:24.305331] 	 Send: TABLe:LOSS:PORT3:TX:LOAD 


[2017-Aug-14 02:33:24.308143] 	 Receive: 0


[2017-Aug-14 02:33:24.308416] 	 Send: TABLe:LOSS:PORT3:RX:LOAD 


[2017-Aug-14 02:33:24.310096] 	 Receive: 0


[2017-Aug-14 02:33:24.310361] 	 Send: TABLe:LOSS:PORT4:TX:LOAD 


[2017-Aug-14 02:33:24.312063] 	 Receive: 0


[2017-Aug-14 02:33:24.312337] 	 Send: TABLe:LOSS:PORT4:RX:LOAD 


[2017-Aug-14 02:33:24.314171] 	 Receive: 0


[2017-Aug-14 02:33:24.314471] 	 Send: INPut:GPRF:MARKer:CLEar


[2017-Aug-14 02:33:24.316554] 	 Receive: 0


[2017-Aug-14 02:33:24.316768] 	 Send: INPut:MARKer:FIG4:CLEar


[2017-Aug-14 02:33:24.318456] 	 Receive: 0


[2017-Aug-14 02:33:24.318624] 	 Send: TABLe:DELete TX_Port_1


[2017-Aug-14 02:33:24.320570] 	 Receive: 0


[2017-Aug-14 02:33:24.320732] 	 Send: TABLe:DELete RX_Port_1


[2017-Aug-14 02:33:24.322552] 	 Receive: 0


[2017-Aug-14 02:33:24.322719] 	 Send: TABLe:DELete TX_Port_2


[2017-Aug-14 02:33:24.324634] 	 Receive: 0


[2017-Aug-14 02:33:24.324875] 	 Send: TABLe:DELete RX_Port_2


[2017-Aug-14 02:33:24.326602] 	 Receive: 0


[2017-Aug-14 02:33:24.327076] 	 Send: TABLe:DELete TX_Port_3


[2017-Aug-14 02:33:24.329444] 	 Receive: 0


[2017-Aug-14 02:33:24.329601] 	 Send: TABLe:DELete RX_Port_3


[2017-Aug-14 02:33:24.331407] 	 Receive: 0


[2017-Aug-14 02:33:24.331574] 	 Send: TABLe:DELete TX_Port_4


[2017-Aug-14 02:33:24.333499] 	 Receive: 0


[2017-Aug-14 02:33:24.333682] 	 Send: TABLe:DELete RX_Port_4


[2017-Aug-14 02:33:24.337040] 	 Receive: 0


[2017-Aug-14 02:33:24.337211] 	 Send: TABLe:CLEar


[2017-Aug-14 02:33:24.338472] 	 Receive: 0


[2017-Aug-14 02:33:24.338664] 	 Send: TABLe TX_Port_1


[2017-Aug-14 02:33:24.340518] 	 Receive: 0


[2017-Aug-14 02:33:24.340729] 	 Send: TABLe:POINt:INSert 2400.00MHz,8.89


[2017-Aug-14 02:33:24.342503] 	 Receive: 0


[2017-Aug-14 02:33:24.342676] 	 Send: TABLe:POINt:INSert 2410.00MHz,8.90


[2017-Aug-14 02:33:24.344594] 	 Receive: 0


[2017-Aug-14 02:33:24.344763] 	 Send: TABLe:POINt:INSert 2420.00MHz,8.77


[2017-Aug-14 02:33:24.347536] 	 Receive: 0


[2017-Aug-14 02:33:24.347699] 	 Send: TABLe:POINt:INSert 2430.00MHz,8.90


[2017-Aug-14 02:33:24.350031] 	 Receive: 0


[2017-Aug-14 02:33:24.350212] 	 Send: TABLe:POINt:INSert 2440.00MHz,8.83


[2017-Aug-14 02:33:24.352542] 	 Receive: 0


[2017-Aug-14 02:33:24.352714] 	 Send: TABLe:POINt:INSert 2450.00MHz,8.90


[2017-Aug-14 02:33:24.354469] 	 Receive: 0


[2017-Aug-14 02:33:24.354663] 	 Send: TABLe:POINt:INSert 2460.00MHz,8.83


[2017-Aug-14 02:33:24.357547] 	 Receive: 0


[2017-Aug-14 02:33:24.357713] 	 Send: TABLe:POINt:INSert 2470.00MHz,8.86


[2017-Aug-14 02:33:24.359399] 	 Receive: 0


[2017-Aug-14 02:33:24.359563] 	 Send: TABLe:POINt:INSert 2480.00MHz,8.77


[2017-Aug-14 02:33:24.361438] 	 Receive: 0


[2017-Aug-14 02:33:24.361601] 	 Send: TABLe:STORe 


[2017-Aug-14 02:33:24.365094] 	 Receive: 0


[2017-Aug-14 02:33:24.365299] 	 Send: TABLe:CLEar


[2017-Aug-14 02:33:24.367561] 	 Receive: 0


[2017-Aug-14 02:33:24.367857] 	 Send: TABLe RX_Port_1


[2017-Aug-14 02:33:24.369425] 	 Receive: 0


[2017-Aug-14 02:33:24.369597] 	 Send: TABLe:POINt:INSert 2400.00MHz,9.53


[2017-Aug-14 02:33:24.371463] 	 Receive: 0


[2017-Aug-14 02:33:24.372127] 	 Send: TABLe:POINt:INSert 2410.00MHz,9.49


[2017-Aug-14 02:33:24.374421] 	 Receive: 0


[2017-Aug-14 02:33:24.374590] 	 Send: TABLe:POINt:INSert 2420.00MHz,9.64


[2017-Aug-14 02:33:24.376392] 	 Receive: 0


[2017-Aug-14 02:33:24.376555] 	 Send: TABLe:POINt:INSert 2430.00MHz,9.58


[2017-Aug-14 02:33:24.379866] 	 Receive: 0


[2017-Aug-14 02:33:24.380044] 	 Send: TABLe:POINt:INSert 2440.00MHz,9.70


[2017-Aug-14 02:33:24.381421] 	 Receive: 0


[2017-Aug-14 02:33:24.381586] 	 Send: TABLe:POINt:INSert 2450.00MHz,9.61


[2017-Aug-14 02:33:24.383479] 	 Receive: 0


[2017-Aug-14 02:33:24.383694] 	 Send: TABLe:POINt:INSert 2460.00MHz,9.70


[2017-Aug-14 02:33:24.385379] 	 Receive: 0


[2017-Aug-14 02:33:24.385544] 	 Send: TABLe:POINt:INSert 2470.00MHz,9.63


[2017-Aug-14 02:33:24.387430] 	 Receive: 0


[2017-Aug-14 02:33:24.387593] 	 Send: TABLe:POINt:INSert 2480.00MHz,9.72


[2017-Aug-14 02:33:24.389364] 	 Receive: 0


[2017-Aug-14 02:33:24.389526] 	 Send: TABLe:STORe 


[2017-Aug-14 02:33:24.390724] 	 Receive: 0


[2017-Aug-14 02:33:24.390883] 	 Send: TABLe:CLEar


[2017-Aug-14 02:33:24.392409] 	 Receive: 0


[2017-Aug-14 02:33:24.392571] 	 Send: TABLe TX_Port_2


