[2017-Aug-14 02:21:01.790130] 	 open 2

[2017-Aug-14 02:21:01.791620] 	 open 

[2017-Aug-14 02:21:01.791774] 	 Send: INPut:STARt

[2017-Aug-14 02:21:01.893167] 	 Receive: 0


[2017-Aug-14 02:21:02.394231] 	 Send: TABLe:COUPled OFF


[2017-Aug-14 02:21:02.397328] 	 Receive: 0


[2017-Aug-14 02:21:02.397989] 	 Send: GPRF


[2017-Aug-14 02:21:02.418583] 	 Receive: 0


[2017-Aug-14 02:21:02.419335] 	 Send: INPut:FREQuency 2440.00MHz


[2017-Aug-14 02:21:02.428356] 	 Receive: 0


[2017-Aug-14 02:21:02.428822] 	 Send: INPut:SRATe 160 MHz


[2017-Aug-14 02:21:02.431865] 	 Receive: 0


[2017-Aug-14 02:21:02.432479] 	 Send: CONFigure:GPRF:SPECtrum:RBW              [2017-Aug-14 02:21:02.432479] 	 Send: CONFigure:GPRF:SPE[2017-Aug-14 02:21:02.435549] 	 Receive: 0


[2017-Aug-14 02:21:02.435977] 	 Send: INPut:CAPTure:TIME?


[2017-Aug-14 02:21:02.439105] 	 Receive: 3


[2017-Aug-14 02:21:02.439550] 	 Send: INPut:LEVel:REFerence -10.00 dBm


[2017-Aug-14 02:21:02.442605] 	 Receive: 0


[2017-Aug-14 02:21:02.443044] 	 Send: ROUTe:RESource:MAP VSA,RF1,OFF,RF2,OFF,RF[2017-Aug-14 02[2017-Aug-14 02:21:02.449228] 	 Receive: 0


[2017-Aug-14 02:21:02.449766] 	 Send: OUTPut:POWer:LEVel -10.00 dBm


[2017-Aug-14 02:21:02.453943] 	 Receive: 0


[2017-Aug-14 02:21:02.454335] 	 Send: OUTPut:WAVeform:CWAV:OFFSet 0.000000MHz
[20[2017-Aug-14 02:21:02.456140] 	 Receive: 0


[2017-Aug-14 02:21:02.456437] 	 Send: INPut:STARt


[2017-Aug-14 02:21:02.458194] 	 Receive: 0


[2017-Aug-14 02:21:02.458476] 	 Send: OUTPut:LOOP:COUNt 0 


[2017-Aug-14 02:21:02.460281] 	 Receive: 0


[2017-Aug-14 02:21:02.460513] 	 Send: OUTPut:STOP


[2017-Aug-14 02:21:02.462187] 	 Receive: 0


[2017-Aug-14 02:21:02.462415] 	 Send: OUTPut:POWer:STATe OFF


[2017-Aug-14 02:21:02.464097] 	 Receive: 0


[2017-Aug-14 02:21:02.464329] 	 Send: OUTPut:MODulation:STATe OFF


[2017-Aug-14 02:21:02.466385] 	 Receive: 0


[2017-Aug-14 02:21:02.466662] 	 Send: CONFigure:RFCorrection:DISTribution OFF
[20[2017-Aug-14 02:21:02.468565] 	 Receive: 0


[2017-Aug-14 02:21:02.468936] 	 Send: TABLe:LOSS:PORT1:TX:LOAD 


[2017-Aug-14 02:21:02.472186] 	 Receive: 0


[2017-Aug-14 02:21:02.472453] 	 Send: TABLe:LOSS:PORT1:RX:LOAD 


