[2017-Aug-18 00:25:19.051968] 	 open 2

[2017-Aug-18 00:25:19.052391] 	 open 

[2017-Aug-18 00:25:19.052540] 	 Send: INPut:STARt

[2017-Aug-18 00:25:19.158121] 	 Receive: 0


[2017-Aug-18 00:25:19.658621] 	 Send: TABLe:COUPled OFF


[2017-Aug-18 00:25:19.660558] 	 Receive: 0


[2017-Aug-18 00:25:19.660963] 	 Send: GPRF


[2017-Aug-18 00:25:19.777673] 	 Receive: 0


[2017-Aug-18 00:25:19.778427] 	 Send: INPut:FREQuency 2440.00MHz


[2017-Aug-18 00:25:19.786164] 	 Receive: 0


[2017-Aug-18 00:25:19.786346] 	 Send: INPut:SRATe 160 MHz


[2017-Aug-18 00:25:19.787373] 	 Receive: 0


[2017-Aug-18 00:25:19.787520] 	 Send: CONFigure:GPRF:SPECtrum:RBW              [2017-Aug-18 00:25:19.787520] 	 Send: CONFigure:GPRF:SPE[2017-Aug-18 00:25:19.788336] 	 Receive: 0


[2017-Aug-18 00:25:19.788479] 	 Send: INPut:CAPTure:TIME?


[2017-Aug-18 00:25:19.789353] 	 Receive: 5


[2017-Aug-18 00:25:19.789504] 	 Send: INPut:LEVel:REFerence -10.00 dBm


[2017-Aug-18 00:25:19.790917] 	 Receive: 0


[2017-Aug-18 00:25:19.791067] 	 Send: ROUTe:RESource:MAP VSA,RF1,OFF,RF2,OFF,RF[2017-Aug-18 00[2017-Aug-18 00:25:19.796826] 	 Receive: 0


[2017-Aug-18 00:25:19.797102] 	 Send: OUTPut:POWer:LEVel -10.00 dBm


[2017-Aug-18 00:25:19.800713] 	 Receive: 0


[2017-Aug-18 00:25:19.800863] 	 Send: OUTPut:WAVeform:CWAV:OFFSet 0.000000MHz
[20[2017-Aug-18 00:25:19.801379] 	 Receive: 0


[2017-Aug-18 00:25:19.801524] 	 Send: INPut:STARt


[2017-Aug-18 00:25:19.802366] 	 Receive: 0


[2017-Aug-18 00:25:19.802511] 	 Send: OUTPut:LOOP:COUNt 0 


[2017-Aug-18 00:25:19.803345] 	 Receive: 0


[2017-Aug-18 00:25:19.803488] 	 Send: OUTPut:STOP


[2017-Aug-18 00:25:19.806393] 	 Receive: 0


[2017-Aug-18 00:25:19.806538] 	 Send: OUTPut:POWer:STATe OFF


[2017-Aug-18 00:25:19.808040] 	 Receive: 0


[2017-Aug-18 00:25:19.808184] 	 Send: OUTPut:MODulation:STATe OFF


[2017-Aug-18 00:25:19.810270] 	 Receive: 0


[2017-Aug-18 00:25:19.810627] 	 Send: CONFigure:RFCorrection:DISTribution OFF
[20[2017-Aug-18 00:25:19.811432] 	 Receive: 0


[2017-Aug-18 00:25:19.811689] 	 Send: TABLe:LOSS:PORT1:TX:LOAD 


[2017-Aug-18 00:25:19.813967] 	 Receive: 0


[2017-Aug-18 00:25:19.814139] 	 Send: TABLe:LOSS:PORT1:RX:LOAD 


[2017-Aug-18 00:25:19.815908] 	 Receive: 0


[2017-Aug-18 00:25:19.816052] 	 Send: TABLe:LOSS:PORT2:TX:LOAD 


[2017-Aug-18 00:25:19.817931] 	 Receive: 0


[2017-Aug-18 00:25:19.818075] 	 Send: TABLe:LOSS:PORT2:RX:LOAD 


[2017-Aug-18 00:25:19.819960] 	 Receive: 0


[2017-Aug-18 00:25:19.820104] 	 Send: TABLe:LOSS:PORT3:TX:LOAD 


[2017-Aug-18 00:25:19.821924] 	 Receive: 0


[2017-Aug-18 00:25:19.822067] 	 Send: TABLe:LOSS:PORT3:RX:LOAD 


[2017-Aug-18 00:25:19.823905] 	 Receive: 0


[2017-Aug-18 00:25:19.824047] 	 Send: TABLe:LOSS:PORT4:TX:LOAD 


[2017-Aug-18 00:25:19.826052] 	 Receive: 0


[2017-Aug-18 00:25:19.826268] 	 Send: TABLe:LOSS:PORT4:RX:LOAD 


[2017-Aug-18 00:25:19.828348] 	 Receive: 0


[2017-Aug-18 00:25:19.828715] 	 Send: INPut:GPRF:MARKer:CLEar


[2017-Aug-18 00:25:19.829379] 	 Receive: 0


[2017-Aug-18 00:25:19.829527] 	 Send: INPut:MARKer:FIG4:CLEar


[2017-Aug-18 00:25:19.830386] 	 Receive: 0


[2017-Aug-18 00:25:19.830560] 	 Send: TABLe:DELete TX_Port_1


[2017-Aug-18 00:25:19.831528] 	 Receive: 0


[2017-Aug-18 00:25:19.831674] 	 Send: TABLe:DELete RX_Port_1


[2017-Aug-18 00:25:19.832478] 	 Receive: 0


[2017-Aug-18 00:25:19.832622] 	 Send: TABLe:DELete TX_Port_2


[2017-Aug-18 00:25:19.833467] 	 Receive: 0


[2017-Aug-18 00:25:19.833611] 	 Send: TABLe:DELete RX_Port_2


[2017-Aug-18 00:25:19.834486] 	 Receive: 0


[2017-Aug-18 00:25:19.834629] 	 Send: TABLe:DELete TX_Port_3


[2017-Aug-18 00:25:19.835407] 	 Receive: 0


[2017-Aug-18 00:25:19.835551] 	 Send: TABLe:DELete RX_Port_3


[2017-Aug-18 00:25:19.836404] 	 Receive: 0


[2017-Aug-18 00:25:19.836547] 	 Send: TABLe:DELete TX_Port_4


[2017-Aug-18 00:25:19.837405] 	 Receive: 0


[2017-Aug-18 00:25:19.837549] 	 Send: TABLe:DELete RX_Port_4


[2017-Aug-18 00:25:19.838394] 	 Receive: 0


[2017-Aug-18 00:25:19.838528] 	 Send: TABLe:CLEar


[2017-Aug-18 00:25:19.839358] 	 Receive: 0


[2017-Aug-18 00:25:19.839504] 	 Send: TABLe TX_Port_1


[2017-Aug-18 00:25:19.840356] 	 Receive: 0


[2017-Aug-18 00:25:19.840493] 	 Send: TABLe:POINt:INSert 2400.00MHz,8.89


[2017-Aug-18 00:25:19.841358] 	 Receive: 0


[2017-Aug-18 00:25:19.841492] 	 Send: TABLe:POINt:INSert 2410.00MHz,8.90


[2017-Aug-18 00:25:19.842493] 	 Receive: 0


[2017-Aug-18 00:25:19.842765] 	 Send: TABLe:POINt:INSert 2420.00MHz,8.77


[2017-Aug-18 00:25:19.843352] 	 Receive: 0


[2017-Aug-18 00:25:19.843505] 	 Send: TABLe:POINt:INSert 2430.00MHz,8.90


[2017-Aug-18 00:25:19.844392] 	 Receive: 0


[2017-Aug-18 00:25:19.844616] 	 Send: TABLe:POINt:INSert 2440.00MHz,8.83


[2017-Aug-18 00:25:19.845502] 	 Receive: 0


[2017-Aug-18 00:25:19.845681] 	 Send: TABLe:POINt:INSert 2450.00MHz,8.90


[2017-Aug-18 00:25:19.846391] 	 Receive: 0


[2017-Aug-18 00:25:19.846555] 	 Send: TABLe:POINt:INSert 2460.00MHz,8.83


[2017-Aug-18 00:25:19.847402] 	 Receive: 0


[2017-Aug-18 00:25:19.847569] 	 Send: TABLe:POINt:INSert 2470.00MHz,8.86


[2017-Aug-18 00:25:19.848389] 	 Receive: 0


[2017-Aug-18 00:25:19.848536] 	 Send: TABLe:POINt:INSert 2480.00MHz,8.77


[2017-Aug-18 00:25:19.849391] 	 Receive: 0


[2017-Aug-18 00:25:19.849536] 	 Send: TABLe:STORe 


[2017-Aug-18 00:25:19.850578] 	 Receive: 0


[2017-Aug-18 00:25:19.850710] 	 Send: TABLe:CLEar


[2017-Aug-18 00:25:19.851362] 	 Receive: 0


[2017-Aug-18 00:25:19.851494] 	 Send: TABLe RX_Port_1


[2017-Aug-18 00:25:19.852358] 	 Receive: 0


[2017-Aug-18 00:25:19.852494] 	 Send: TABLe:POINt:INSert 2400.00MHz,9.53


[2017-Aug-18 00:25:19.853352] 	 Receive: 0


[2017-Aug-18 00:25:19.853486] 	 Send: TABLe:POINt:INSert 2410.00MHz,9.49


[2017-Aug-18 00:25:19.854376] 	 Receive: 0


[2017-Aug-18 00:25:19.854509] 	 Send: TABLe:POINt:INSert 2420.00MHz,9.64


[2017-Aug-18 00:25:19.855382] 	 Receive: 0


[2017-Aug-18 00:25:19.855515] 	 Send: TABLe:POINt:INSert 2430.00MHz,9.58


[2017-Aug-18 00:25:19.856384] 	 Receive: 0


[2017-Aug-18 00:25:19.856517] 	 Send: TABLe:POINt:INSert 2440.00MHz,9.70


[2017-Aug-18 00:25:19.857386] 	 Receive: 0


[2017-Aug-18 00:25:19.857520] 	 Send: TABLe:POINt:INSert 2450.00MHz,9.61


[2017-Aug-18 00:25:19.858345] 	 Receive: 0


[2017-Aug-18 00:25:19.858498] 	 Send: TABLe:POINt:INSert 2460.00MHz,9.70


[2017-Aug-18 00:25:19.859426] 	 Receive: 0


[2017-Aug-18 00:25:19.859585] 	 Send: TABLe:POINt:INSert 2470.00MHz,9.63


[2017-Aug-18 00:25:19.860367] 	 Receive: 0


[2017-Aug-18 00:25:19.860516] 	 Send: TABLe:POINt:INSert 2480.00MHz,9.72


[2017-Aug-18 00:25:19.861395] 	 Receive: 0


[2017-Aug-18 00:25:19.861584] 	 Send: TABLe:STORe 


[2017-Aug-18 00:25:19.862641] 	 Receive: 0


[2017-Aug-18 00:25:19.862787] 	 Send: TABLe:CLEar


[2017-Aug-18 00:25:19.863391] 	 Receive: 0


[2017-Aug-18 00:25:19.863543] 	 Send: TABLe TX_Port_2


[2017-Aug-18 00:25:19.864397] 	 Receive: 0


[2017-Aug-18 00:25:19.864548] 	 Send: TABLe:POINt:INSert 2400.00MHz,8.89


[2017-Aug-18 00:25:19.865400] 	 Receive: 0


[2017-Aug-18 00:25:19.865546] 	 Send: TABLe:POINt:INSert 2410.00MHz,8.92


[2017-Aug-18 00:25:19.866388] 	 Receive: 0


[2017-Aug-18 00:25:19.866523] 	 Send: TABLe:POINt:INSert 2420.00MHz,8.81


[2017-Aug-18 00:25:19.867370] 	 Receive: 0


