[2017-Aug-18 00:37:41.069518] 	 open 2

[2017-Aug-18 00:37:41.070252] 	 open 

[2017-Aug-18 00:37:41.070484] 	 Send: INPut:STARt

[2017-Aug-18 00:37:41.103728] 	 Receive: 0


[2017-Aug-18 00:37:41.604070] 	 Send: TABLe:COUPled OFF


[2017-Aug-18 00:37:41.604741] 	 Receive: 0


[2017-Aug-18 00:37:41.604897] 	 Send: GPRF


[2017-Aug-18 00:37:41.631132] 	 Receive: 0


[2017-Aug-18 00:37:41.631331] 	 Send: INPut:FREQuency 2440.00MHz


[2017-Aug-18 00:37:41.639624] 	 Receive: 0


[2017-Aug-18 00:37:41.639819] 	 Send: INPut:SRATe 160 MHz


[2017-Aug-18 00:37:41.640742] 	 Receive: 0


[2017-Aug-18 00:37:41.640892] 	 Send: CONFigure:GPRF:SPECtrum:RBW              [2017-Aug-18 00:37:41.640892] 	 Send: CONFigure:GPRF:SPE[2017-Aug-18 00:37:41.641714] 	 Receive: 0


[2017-Aug-18 00:37:41.641862] 	 Send: INPut:CAPTure:TIME?


[2017-Aug-18 00:37:41.642725] 	 Receive: 5


[2017-Aug-18 00:37:41.642878] 	 Send: INPut:LEVel:REFerence -10.00 dBm


[2017-Aug-18 00:37:41.644261] 	 Receive: 0


[2017-Aug-18 00:37:41.644415] 	 Send: ROUTe:RESource:MAP VSA,RF1,OFF,RF2,OFF,RF[2017-Aug-18 00[2017-Aug-18 00:37:41.650237] 	 Receive: 0


[2017-Aug-18 00:37:41.650522] 	 Send: OUTPut:POWer:LEVel -10.00 dBm


[2017-Aug-18 00:37:41.654265] 	 Receive: 0


[2017-Aug-18 00:37:41.654445] 	 Send: OUTPut:WAVeform:CWAV:OFFSet 0.000000MHz
[20[2017-Aug-18 00:37:41.655725] 	 Receive: 0


[2017-Aug-18 00:37:41.655874] 	 Send: INPut:STARt


[2017-Aug-18 00:37:41.656701] 	 Receive: 0


[2017-Aug-18 00:37:41.656849] 	 Send: OUTPut:LOOP:COUNt 0 


[2017-Aug-18 00:37:41.657691] 	 Receive: 0


[2017-Aug-18 00:37:41.657838] 	 Send: OUTPut:STOP


[2017-Aug-18 00:37:41.660721] 	 Receive: 0


[2017-Aug-18 00:37:41.660869] 	 Send: OUTPut:POWer:STATe OFF


[2017-Aug-18 00:37:41.662287] 	 Receive: 0


[2017-Aug-18 00:37:41.662435] 	 Send: OUTPut:MODulation:STATe OFF


[2017-Aug-18 00:37:41.664517] 	 Receive: 0


[2017-Aug-18 00:37:41.664665] 	 Send: CONFigure:RFCorrection:DISTribution OFF
[20[2017-Aug-18 00:37:41.665966] 	 Receive: 0


[2017-Aug-18 00:37:41.666238] 	 Send: TABLe:LOSS:PORT1:TX:LOAD 


[2017-Aug-18 00:37:41.667288] 	 Receive: 0


[2017-Aug-18 00:37:41.667492] 	 Send: TABLe:LOSS:PORT1:RX:LOAD 


[2017-Aug-18 00:37:41.669400] 	 Receive: 0


[2017-Aug-18 00:37:41.669586] 	 Send: TABLe:LOSS:PORT2:TX:LOAD 


[2017-Aug-18 00:37:41.671321] 	 Receive: 0


[2017-Aug-18 00:37:41.671480] 	 Send: TABLe:LOSS:PORT2:RX:LOAD 


[2017-Aug-18 00:37:41.673259] 	 Receive: 0


[2017-Aug-18 00:37:41.673436] 	 Send: TABLe:LOSS:PORT3:TX:LOAD 


[2017-Aug-18 00:37:41.675274] 	 Receive: 0


[2017-Aug-18 00:37:41.675421] 	 Send: TABLe:LOSS:PORT3:RX:LOAD 


[2017-Aug-18 00:37:41.677244] 	 Receive: 0


[2017-Aug-18 00:37:41.677409] 	 Send: TABLe:LOSS:PORT4:TX:LOAD 


[2017-Aug-18 00:37:41.679274] 	 Receive: 0


[2017-Aug-18 00:37:41.679420] 	 Send: TABLe:LOSS:PORT4:RX:LOAD 


[2017-Aug-18 00:37:41.681295] 	 Receive: 0


[2017-Aug-18 00:37:41.681456] 	 Send: INPut:GPRF:MARKer:CLEar


[2017-Aug-18 00:37:41.682770] 	 Receive: 0


[2017-Aug-18 00:37:41.682970] 	 Send: INPut:MARKer:FIG4:CLEar


[2017-Aug-18 00:37:41.683715] 	 Receive: 0


[2017-Aug-18 00:37:41.683893] 	 Send: TABLe:DELete TX_Port_1


[2017-Aug-18 00:37:41.684905] 	 Receive: 0


[2017-Aug-18 00:37:41.685121] 	 Send: TABLe:DELete RX_Port_1


[2017-Aug-18 00:37:41.685821] 	 Receive: 0


[2017-Aug-18 00:37:41.686028] 	 Send: TABLe:DELete TX_Port_2


[2017-Aug-18 00:37:41.686807] 	 Receive: 0


[2017-Aug-18 00:37:41.686974] 	 Send: TABLe:DELete RX_Port_2


[2017-Aug-18 00:37:41.687796] 	 Receive: 0


[2017-Aug-18 00:37:41.687933] 	 Send: TABLe:DELete TX_Port_3


[2017-Aug-18 00:37:41.688714] 	 Receive: 0


[2017-Aug-18 00:37:41.688849] 	 Send: TABLe:DELete RX_Port_3


[2017-Aug-18 00:37:41.689711] 	 Receive: 0


[2017-Aug-18 00:37:41.689846] 	 Send: TABLe:DELete TX_Port_4


[2017-Aug-18 00:37:41.690718] 	 Receive: 0


[2017-Aug-18 00:37:41.690853] 	 Send: TABLe:DELete RX_Port_4


[2017-Aug-18 00:37:41.691718] 	 Receive: 0


[2017-Aug-18 00:37:41.691854] 	 Send: TABLe:CLEar


[2017-Aug-18 00:37:41.692705] 	 Receive: 0


[2017-Aug-18 00:37:41.692854] 	 Send: TABLe TX_Port_1


[2017-Aug-18 00:37:41.693717] 	 Receive: 0


[2017-Aug-18 00:37:41.693869] 	 Send: TABLe:POINt:INSert 2400.00MHz,8.89


[2017-Aug-18 00:37:41.694733] 	 Receive: 0


[2017-Aug-18 00:37:41.694881] 	 Send: TABLe:POINt:INSert 2410.00MHz,8.90


[2017-Aug-18 00:37:41.695730] 	 Receive: 0


[2017-Aug-18 00:37:41.695878] 	 Send: TABLe:POINt:INSert 2420.00MHz,8.77


[2017-Aug-18 00:37:41.696718] 	 Receive: 0


[2017-Aug-18 00:37:41.696867] 	 Send: TABLe:POINt:INSert 2430.00MHz,8.90


[2017-Aug-18 00:37:41.697707] 	 Receive: 0


[2017-Aug-18 00:37:41.697857] 	 Send: TABLe:POINt:INSert 2440.00MHz,8.83


[2017-Aug-18 00:37:41.698742] 	 Receive: 0


[2017-Aug-18 00:37:41.699009] 	 Send: TABLe:POINt:INSert 2450.00MHz,8.90


[2017-Aug-18 00:37:41.699719] 	 Receive: 0


[2017-Aug-18 00:37:41.699874] 	 Send: TABLe:POINt:INSert 2460.00MHz,8.83


[2017-Aug-18 00:37:41.701219] 	 Receive: 0


[2017-Aug-18 00:37:41.701552] 	 Send: TABLe:POINt:INSert 2470.00MHz,8.86


[2017-Aug-18 00:37:41.702732] 	 Receive: 0


[2017-Aug-18 00:37:41.702881] 	 Send: TABLe:POINt:INSert 2480.00MHz,8.77


[2017-Aug-18 00:37:41.703718] 	 Receive: 0


[2017-Aug-18 00:37:41.703879] 	 Send: TABLe:STORe 


[2017-Aug-18 00:37:41.704960] 	 Receive: 0


[2017-Aug-18 00:37:41.705118] 	 Send: TABLe:CLEar


[2017-Aug-18 00:37:41.705717] 	 Receive: 0


[2017-Aug-18 00:37:41.705865] 	 Send: TABLe RX_Port_1


[2017-Aug-18 00:37:41.706744] 	 Receive: 0


[2017-Aug-18 00:37:41.706895] 	 Send: TABLe:POINt:INSert 2400.00MHz,9.53


[2017-Aug-18 00:37:41.707714] 	 Receive: 0


[2017-Aug-18 00:37:41.707862] 	 Send: TABLe:POINt:INSert 2410.00MHz,9.49


[2017-Aug-18 00:37:41.708732] 	 Receive: 0


[2017-Aug-18 00:37:41.708881] 	 Send: TABLe:POINt:INSert 2420.00MHz,9.64


[2017-Aug-18 00:37:41.709702] 	 Receive: 0


[2017-Aug-18 00:37:41.709851] 	 Send: TABLe:POINt:INSert 2430.00MHz,9.58


[2017-Aug-18 00:37:41.710713] 	 Receive: 0


[2017-Aug-18 00:37:41.710861] 	 Send: TABLe:POINt:INSert 2440.00MHz,9.70


[2017-Aug-18 00:37:41.711685] 	 Receive: 0


[2017-Aug-18 00:37:41.711823] 	 Send: TABLe:POINt:INSert 2450.00MHz,9.61


[2017-Aug-18 00:37:41.712680] 	 Receive: 0


[2017-Aug-18 00:37:41.712817] 	 Send: TABLe:POINt:INSert 2460.00MHz,9.70


[2017-Aug-18 00:37:41.713680] 	 Receive: 0


[2017-Aug-18 00:37:41.713817] 	 Send: TABLe:POINt:INSert 2470.00MHz,9.63


[2017-Aug-18 00:37:41.714676] 	 Receive: 0


[2017-Aug-18 00:37:41.714951] 	 Send: TABLe:POINt:INSert 2480.00MHz,9.72


[2017-Aug-18 00:37:41.715772] 	 Receive: 0


[2017-Aug-18 00:37:41.716052] 	 Send: TABLe:STORe 


[2017-Aug-18 00:37:41.716967] 	 Receive: 0


[2017-Aug-18 00:37:41.717125] 	 Send: TABLe:CLEar


[2017-Aug-18 00:37:41.717733] 	 Receive: 0


[2017-Aug-18 00:37:41.717902] 	 Send: TABLe TX_Port_2


[2017-Aug-18 00:37:41.718737] 	 Receive: 0


[2017-Aug-18 00:37:41.718951] 	 Send: TABLe:POINt:INSert 2400.00MHz,8.89


[2017-Aug-18 00:37:41.719731] 	 Receive: 0


[2017-Aug-18 00:37:41.719886] 	 Send: TABLe:POINt:INSert 2410.00MHz,8.92


[2017-Aug-18 00:37:41.720711] 	 Receive: 0


[2017-Aug-18 00:37:41.720865] 	 Send: TABLe:POINt:INSert 2420.00MHz,8.81


[2017-Aug-18 00:37:41.721686] 	 Receive: 0


[2017-Aug-18 00:37:41.721825] 	 Send: TABLe:POINt:INSert 2430.00MHz,8.91


[2017-Aug-18 00:37:41.722696] 	 Receive: 0


[2017-Aug-18 00:37:41.722832] 	 Send: TABLe:POINt:INSert 2440.00MHz,8.84


[2017-Aug-18 00:37:41.723716] 	 Receive: 0


[2017-Aug-18 00:37:41.723852] 	 Send: TABLe:POINt:INSert 2450.00MHz,8.90


[2017-Aug-18 00:37:41.724699] 	 Receive: 0


[2017-Aug-18 00:37:41.724835] 	 Send: TABLe:POINt:INSert 2460.00MHz,8.84


[2017-Aug-18 00:37:41.725714] 	 Receive: 0


