[2017-Aug-15 04:48:14.255494] 	 open 2

[2017-Aug-15 04:48:14.256305] 	 open 

[2017-Aug-15 04:48:14.256466] 	 Send: INPut:STARt

[2017-Aug-15 04:48:14.368717] 	 Receive: 0

[2017-Aug-15 04:48:14.871144] 	 Send: TABLe:COUPled OFF


[2017-Aug-15 04:48:14.874709] 	 Receive: 0

[2017-Aug-15 04:48:14.875533] 	 Send: GPRF


[2017-Aug-15 04:48:14.991074] 	 Receive: 0

[2017-Aug-15 04:48:14.991651] 	 Send: INPut:FREQuency 2440.00MHz


[2017-Aug-15 04:48:15.004426] 	 Receive: 0

[2017-Aug-15 04:48:15.004968] 	 Send: INPut:SRATe 160 MHz


[2017-Aug-15 04:48:15.006718] 	 Receive: 0

[2017-Aug-15 04:48:15.007217] 	 Send: CONFigure:GPRF:SPECtrum:RBW              [2017-Aug-15 04:48:15.007217] 	 Send: CONFigure:GPRF:SPE[2017-Aug-15 04:48:15.010179] 	 Receive: 0

[2017-Aug-15 04:48:15.010680] 	 Send: INPut:CAPTure:TIME?


[2017-Aug-15 04:48:15.012747] 	 Receive: 5

[2017-Aug-15 04:48:15.013609] 	 Send: INPut:LEVel:REFerence -10.00 dBm


[2017-Aug-15 04:48:15.017478] 	 Receive: 0

[2017-Aug-15 04:48:15.017897] 	 Send: ROUTe:RESource:MAP VSA,RF1,OFF,RF2,OFF,RF[2017-Aug-15 04[2017-Aug-15 04:48:15.024403] 	 Receive: 0

[2017-Aug-15 04:48:15.024748] 	 Send: OUTPut:POWer:LEVel -10.00 dBm


[2017-Aug-15 04:48:15.030141] 	 Receive: 0

[2017-Aug-15 04:48:15.032406] 	 Send: OUTPut:WAVeform:CWAV:OFFSet 0.000000MHz
[20[2017-Aug-15 04:48:15.033602] 	 Receive: 0

[2017-Aug-15 04:48:15.033818] 	 Send: INPut:STARt


[2017-Aug-15 04:48:15.035547] 	 Receive: 0

[2017-Aug-15 04:48:15.035744] 	 Send: OUTPut:LOOP:COUNt 0 


[2017-Aug-15 04:48:15.036573] 	 Receive: 0

[2017-Aug-15 04:48:15.036772] 	 Send: OUTPut:STOP


[2017-Aug-15 04:48:15.042972] 	 Receive: 0

[2017-Aug-15 04:48:15.043199] 	 Send: OUTPut:POWer:STATe OFF


[2017-Aug-15 04:48:15.045827] 	 Receive: 0

[2017-Aug-15 04:48:15.046059] 	 Send: OUTPut:MODulation:STATe OFF


[2017-Aug-15 04:48:15.048472] 	 Receive: 0

[2017-Aug-15 04:48:15.048698] 	 Send: CONFigure:RFCorrection:DISTribution OFF
[20[2017-Aug-15 04:48:15.049528] 	 Receive: 0

[2017-Aug-15 04:48:15.049685] 	 Send: TABLe:LOSS:PORT1:TX:LOAD 


[2017-Aug-15 04:48:15.051158] 	 Receive: 0

[2017-Aug-15 04:48:15.051321] 	 Send: TABLe:LOSS:PORT1:RX:LOAD 


[2017-Aug-15 04:48:15.053048] 	 Receive: 0

[2017-Aug-15 04:48:15.053294] 	 Send: TABLe:LOSS:PORT2:TX:LOAD 


[2017-Aug-15 04:48:15.055232] 	 Receive: 0

[2017-Aug-15 04:48:15.055405] 	 Send: TABLe:LOSS:PORT2:RX:LOAD 


[2017-Aug-15 04:48:15.057083] 	 Receive: 0

[2017-Aug-15 04:48:15.057343] 	 Send: TABLe:LOSS:PORT3:TX:LOAD 


[2017-Aug-15 04:48:15.059203] 	 Receive: 0

[2017-Aug-15 04:48:15.059421] 	 Send: TABLe:LOSS:PORT3:RX:LOAD 


[2017-Aug-15 04:48:15.061035] 	 Receive: 0

[2017-Aug-15 04:48:15.061198] 	 Send: TABLe:LOSS:PORT4:TX:LOAD 


[2017-Aug-15 04:48:15.063159] 	 Receive: 0

