[2017-Aug-14 03:48:17.842005] 	 open 2

[2017-Aug-14 03:48:17.843459] 	 open 

[2017-Aug-14 03:48:17.843666] 	 Send: INPut:STARt

[2017-Aug-14 03:48:17.868676] 	 Receive: 0


[2017-Aug-14 03:48:18.370399] 	 Send: TABLe:COUPled OFF


[2017-Aug-14 03:48:18.373409] 	 Receive: 0


[2017-Aug-14 03:48:18.373987] 	 Send: GPRF


[2017-Aug-14 03:48:18.404048] 	 Receive: 0


[2017-Aug-14 03:48:18.404645] 	 Send: INPut:FREQuency 2440.00MHz


[2017-Aug-14 03:48:18.413350] 	 Receive: 0


[2017-Aug-14 03:48:18.414203] 	 Send: INPut:SRATe 160 MHz


[2017-Aug-14 03:48:18.416564] 	 Receive: 0


[2017-Aug-14 03:48:18.417075] 	 Send: CONFigure:GPRF:SPECtrum:RBW              [2017-Aug-14 03:48:18.417075] 	 Send: CONFigure:GPRF:SPE[2017-Aug-14 03:48:18.419353] 	 Receive: 0


[2017-Aug-14 03:48:18.419886] 	 Send: INPut:CAPTure:TIME?


[2017-Aug-14 03:48:18.422400] 	 Receive: 5


[2017-Aug-14 03:48:18.422927] 	 Send: INPut:LEVel:REFerence -10.00 dBm


[2017-Aug-14 03:48:18.425969] 	 Receive: 0


[2017-Aug-14 03:48:18.426633] 	 Send: ROUTe:RESource:MAP VSA,RF1,OFF,RF2,OFF,RF[2017-Aug-14 03[2017-Aug-14 03:48:18.432717] 	 Receive: 0


[2017-Aug-14 03:48:18.433087] 	 Send: OUTPut:POWer:LEVel -10.00 dBm


[2017-Aug-14 03:48:18.437435] 	 Receive: 0


[2017-Aug-14 03:48:18.437707] 	 Send: OUTPut:WAVeform:CWAV:OFFSet 0.000000MHz
[20[2017-Aug-14 03:48:18.439163] 	 Receive: 0


[2017-Aug-14 03:48:18.439472] 	 Send: INPut:STARt


[2017-Aug-14 03:48:18.441221] 	 Receive: 0


[2017-Aug-14 03:48:18.441564] 	 Send: OUTPut:LOOP:COUNt 0 


[2017-Aug-14 03:48:18.443098] 	 Receive: 0


[2017-Aug-14 03:48:18.443482] 	 Send: OUTPut:STOP


[2017-Aug-14 03:48:18.447179] 	 Receive: 0


[2017-Aug-14 03:48:18.447541] 	 Send: OUTPut:POWer:STATe OFF


[2017-Aug-14 03:48:18.449591] 	 Receive: 0


[2017-Aug-14 03:48:18.449853] 	 Send: OUTPut:MODulation:STATe OFF


[2017-Aug-14 03:48:18.451930] 	 Receive: 0


[2017-Aug-14 03:48:18.452205] 	 Send: CONFigure:RFCorrection:DISTribution OFF
[20[2017-Aug-14 03:48:18.454041] 	 Receive: 0


[2017-Aug-14 03:48:18.454432] 	 Send: TABLe:LOSS:PORT1:TX:LOAD 


[2017-Aug-14 03:48:18.456761] 	 Receive: 0


